id,name,description,industry
269,HouseTrip,"HouseTrip is one of Europe's largest holiday rental websites, with over 300,000 properties to choose from in thousands of destinations worldwide. HouseTrip makes it easy for guests and homeowners to find, book and list holiday rental properties securely online. Founded by husband and wife team Arnaud Bertrand and Junjun Chen, HouseTrip went live in January 2010 and has since seen over 6,000,000 nights booked. There are HouseTrip offices in the UK (London), Switzerland (Lausanne) and Portugal (Lisbon.) HouseTrip recently received $40 million in Series C funding led by Accel Partners with existing investors Balderton Capital and Index Ventures.",PropTech
2313,Lamudi,"Lamudi is an online real estate classified website focusing exclusively on the emerging markets.The website offers sellers buyers, landlords and renters a secure and easy-to-use platform to find or list properties online. Founded in 2013 their platform is already available in several countries in Asia, the Middle East and Latin America.",PropTech
1231,Divvy,"Divvy lets home shoppers become homeowners without the need to pay more or buy mortgage. It building an on-ramp to home ownership –– more affordable, more flexible, and an overall better fit for the modern American family. Divvy empowers renters to become owners. By fractionalizing ownership in homes, its customers begin to earn equity before they outright own –– re-igniting the dream of home ownership and providing a real wealth-building opportunity along the way. Divvy has raised over $100M in funding in its first 18 months –– from Max Levchin, Caffeinated Capital, and Andreessen Horowitz, among others –– and could use their help to scale its efforts from the hundreds of homes it owns today to the tens of thousands it will own tomorrow.",PropTech
785,MADE,"Made.com makes high-end, designer furniture accessible for all. Made.com cuts out the middleman and links consumers directly with the designers. This allows the organisation to provide high quality, made to order, cool designed furniture straight to consumers at low prices. The company sells all of its products straight through the web and has no showrooms or warehouses, which reduces waste and surplus stock. The business also groups its orders together, combining all requests for the same piece and putting them into production every seven days. Using the aforementioned techniques the company states it sells its products at great reductions with its furniture typically priced 70 - 85% lower than its high street competitors. Made.com was launched in April 2010 and now connects over 100,000 customers with renowned designers, bringing luxury home design to customers at accessible prices. In the two years since its launch, the Notting Hill-based brand has worked with a number of top designers and artists including; Damien Hirst, James Harrison, Alison Cork, John Stephanidis, Steuart Padwick, Ai Wei Wei, and the Chapman Brothers as well as many other top design partners. Made.com also states it has found the best craftsmen to build its furniture. The skilled workers are often the same people who create products for the UK’s famous high street brands. Made.com is based in Notting Hill, London and operates an office in Shanghai.",PropTech
1132,Anjuke,"Anjuke is an online platform that offers real estate internet information by providing many informative websites. Its websites include Anjuke, a website for house buyers; Haozu, for renting; and Jinpu, for business real estate. These websites help individuals interested in real estate as well as developers and agents. Anjuke has subsidiaries in 31 cities and over 1500 employees. The number of unique visitors to websites provided by Anjuke exceeds 66 million per month. The company closed out its fourth funding round in March 2011. Anjuke gained trust and received $72 million in strategic investments from Intel Capital and Matrix Partners. Anjuke was founded in January 2007.",PropTech
2037,WorldStores,"Established in 2008, Worldstores is now the UK’s largest online home & garden retailer. Offering unparalleled choice, value for money, customer service and a range of convenient delivery options, Worldstores is renowned as one of the UK's most exciting e-commerce success stories. ACHICA, the luxury flash-sale business, and baby specialist Kiddicare also form part of the Worldstores Group and play a key part in the ambitious plans for Worldstores Group in becoming a household name in the home and garden market.",PropTech
1776,August Home,"August builds products that make life simpler, allowing physical environments to seamlessly respond to user behavior. August’s flagship product, the August Smart Lock, is a new home access system that allows you to use smartphones in place of traditional keys. August is founded by famed designer Yves Behar and consumer technology veteran Jason Johnson and is headquartered in San Francisco, California.",PropTech
3019,Fangdd,"FangDD is the an O2O real estate platform in China. It facilitates transactions between property sellers and home buyers through real estate brokers.  FangDD works on a ''pay-for-performance'' business model instead of charging fees for every listings different from other domestic online estate services that charge customers for listing property information on the platforms, like SouFun and Anjuke. Currently, FangDD is in cooperation with over 100,000+ brokers, has offices in more than 30 cities and employs around 2500 people. ''In the first six months of this year(2014), Fangdd’s platform has seen more than 50 billion yuan ($8 billion) worth of real-estate transactions, and is aiming for 150 billion yuan worth of transactions for all of 2014'' - Mr. Cao (Lightspeed China Partner).",PropTech
612,Tiko,"Tiko buys houses and owns them, acting as a middleman in residential real estate transactions Speed is key – the customers get a preliminary offer within 24 hours.",PropTech
157,Badi,"Badi is an AI-powered online room rental platform that allows anyone to publish, find, and securely book rooms from anywhere in the world. Badi has created a trusted community that can easily and securely list and book unique rooms. By facilitating bookings and online safe payments through the platform. The company was founded in September 2015 by Carlos Pierre Trias de Bes, and is currently headquartered in Barcelona, Spain.",PropTech
3096,TaskRabbit,"It was a cold night in Boston in February of 2008 when Leah Busque realized she was out of dog food for her 100–lb yellow lab, Kobe. Leah thought to herself, “Wouldn’t it be nice if there was a place online I could go to connect with my neighbors — maybe one who was already at the store at that very moment — who could help me out?” From this experience, TaskRabbit (formerly RUNmyERRAND), an online and mobile marketplace that connects neighbors to get things done, was born. Fully vetted, entrepreneurially-minded professionals contribute their time and skills to help busy people find extra time in their days to do the things they love. Neighbors helping neighbors — it's an old school concept reimagined for today.",PropTech
2161,Redfin,"Redfin is a provider of real estate search and brokerage services through a combination of real estate web platforms accessible to agents. It represents people buying and selling homes and features all of the broker-listed homes for sale, as well as for-sale-by-owner properties. Its real estate agents work with the company's team of engineers to create tools that make the buying and selling process easier. On their site, Redfin combines MLS listing information with historical data into a single map. Customers can search for homes by neighborhood, city, zip code, MLS number or school zone, and can refine results using detailed parameters like price and number of beds or baths. The company was founded in 2004 by David Eraker, Michael Dougherty, and Dave Selinger, and is based in Seattle, Washington.",PropTech
1573,Zillow,"Zillow, Inc. is a leading home and real estate marketplace dedicated to helping homeowners, buyers, sellers, renters, real estate agents, mortgage professionals, landlords, and property managers find and share vital information about homes, real estate, mortgages, and home improvement. Under the Zillow brand, Zillow operates Zillow.com, Zillow Mortgage Marketplace, Zillow Mobile, Zillow Rentals, and Zillow Digs. Rich Barton and Lloyd Frink started Zillow in early 2005, and Zillow.com launched in early 2006 with data and information on millions of U.S. homes. Zillow's goal is to help people make intelligent decisions about their homes -- whether it's buying a home, selling, renting, leasing, remodeling or financing. It's all about empowering people with information and tools to make smart decisions about homes, real estate, and mortgages. Zillow is one of the most-visited U.S. real estate brands. Zillow Mobile boasts the most popular suite of real estate apps, with nearly 480 million homes viewed in May 2014. In addition to information and data on nearly all homes in the U.S. (110 million and counting), Zillow visitors can search homes for sale, homes for rent, and homes not currently on the market. Homeowners can browse remodeling ideas in Dueling Digs, or dig into the latest real estate trends in their neighborhood via Zillow's expansive local data pages. Zillow is a media business model and makes money selling targeted, relevant advertising to real estate professionals, and connecting home and mortgage shoppers with professionals who can help them.  Zillow began trading on the NASDAQ Stock Market on July 20, 2011.",PropTech
3948,Thumbtack,"Thumbtack is an online marketplace that connects millions of people with local professionals for their projects. It operates platform where people can hire talents and professionals like instructors, painters, photographers, and many more. Founded in 2008 and headquartered in San Francisco, Thumbtack has raised more than $275 million from Sequoia Capital, Tiger Global Management, Javelin Investment Partners, Baillie Gifford, and Google Capital.",PropTech
2473,Euclid,"Euclid connects the physical world by understanding how people relate to spaces and how spaces relate to each other. Using Wi-Fi signals in a privacy-safe way, Euclid’s proprietary technology delivers insights that inform more efficient, convenient and relevant experiences. Backed by leading venture capital firms Benchmark Capital and NEA, as well as Cox Enterprises and Groupe Arnault, Euclid was founded by Will Smith and is led by CEO Brent Franson.",PropTech
583,Bungalow,"Bungalow is a residential real estate platform that provides renters with a more convenient, flexible, and communal living solution. It utilizes existing housing supply by signing long-term leases with homeowners, and offers multi-bedroom homes in some of the most desirable neighborhoods in cities throughout the United States. Bungalow offers private bedrooms with handpicked housemates in beautifully furnished homes across seven major cities. Each home comes furnished and includes wifi, utilities, housekeeping, and monthly community events for members. Andrew Collins and Justin McCarty founded Bungalow in 2016. Its headquarters is in San Francisco in California.",PropTech
627,Minted,"Minted is a design platform whose mission it is to bring the best in independent design to consumers everywhere. The company's art, stationery, and textiles products have reached over 75 million homes worldwide. Minted uses technology to bring unique, best-selling design to market at scale. Using its crowdsourcing technology, consumers are empowered to vote for the designs they love and want to see sold, ensuring that Minted always sells continuously fresh and trend-forward product. The winning designs are manufactured by Minted, enabling artists from around the world to share and sell their work while letting Minted do the rest. Since launch in 2007, the company has expanded to serve consumers in new categories including wall art, textiles, digital content and home decor, as well as serve major retailers and consumer products brands with data-backed design through licensing and wholesale partnerships. Minted is headquartered in San Francisco, CA and currently employs 350+ full-time employees plus additional temporary workers during the holiday season. The company has raised over $300M from top-tier investors including Benchmark Capital, T. Rowe Price, Permira, Ridge Ventures, Technology Crossover Ventures, and Norwest Venture Partners. Angel investors include Marissa Mayer, Jeremy Stoppelman, Julia & Kevin Hartz, Yishan Wong, and more.",PropTech
4928,SpareFoot,"SpareFoot is the largest online marketplace for storage, making it easier to move and store your stuff. Our website lets you find and compare the best storage deals near you, and instantly rent online or by phone for free.  With the most up-to-date information on storage available, SpareFoot makes finding your stuff a home the easiest thing to cross off your to-do list.",PropTech
2480,ZeroDown,"ZeroDown is a real estate startup that focuses on providing an affordable homeownership solution. It is an alternative to the rent-or-own dilemma, offering the benefits of homeownership with the flexibility of renting. It was founded in 2018 by Abhijeet Dwivedi (Previously COO and CSO at Zenefits, McKinsey), Hari Viswanathan (Previously Staff Engineer at Zenefits) and Laks Srini (Previously Co-founder and CTO at Zenefits, SigFig and D. E. Shaw & Co). The three founders worked together at Zenefits -- which processes $2B+ a year in payroll for SMBs, provides access to healthcare and insurance for 100,000+ employees and serves more than 10,000 SMBs.",PropTech
4984,UrbanClap,"UrbanClap is India's leading managed marketplace for home services. Consumers order services like beauty at home, appliance repairs, plumbers, carpenters, cleaners, home painting etc through the UrbanClap platform. The company works closely with individual service professionals (ISPs) and transforms them into micro-entrepreneurs. They do this by helping the ISPs with market access, credit, insurance, training, product procurement, payments and a host of other services, and driving either most or all of their business, while standardizing the end user experience, pricing and deliverables, and delivering the service under the UrbanClap brand name.",PropTech
2931,Workframe,"Workframe is the only workflow optimization solution purpose-built for the commercial real estate (CRE) industry. Our intuitive, web-based software application helps large corporate tenants, landlords, brokers and service providers gain unprecedented visibility into their workflow, and presents them with actionable data that can be leveraged to drive efficiency and cost savings.",PropTech
4330,Clutter,"Clutter is a tech-enabled storage company that lets clients store extra stuff without actually leaving their house. The company aims to consistently provide hassle-free and affordable services by investing in exceptional people, smart technology, and pristine spaces. Clutter was founded in 2015 and is headquartered in Culver City, California.",PropTech
4979,Knock,"Knock is an online home selling platform that makes buying or selling a home simple and certain. Launched by founding team members from Trulia.com, the company uses data science to price homes accurately, technology to sell homes quickly and a dedicated team of professionals to guide homeowners through the selling process.",PropTech
3789,Puls,"Puls is a venture-funded startup that powers a nationwide network of service providers in delivering home services. It offers a wide variety of handyman services, appliance repair services, TV mounting, and disinfection services. Puls handyman services include but aren’t limited to furniture assembly, wall hanging including shelf installation, drywall repair, interior painting, appliance installation, and fan installation. The company was founded in 2015 and is headquartered in San Francisco, California.",PropTech
2451,Jia.com,"Jia.com (齐家网) is an interior designing platform that focuses mainly on home decoration. Launched in March 2005, Jia.com was originated by Shanghai Qijia Information Technology Co., Ltd. and the core business of the company includes products such as decorations, building materials, furniture, appliances, mass consumer goods, and more. By June, 2010, the number of registered members had reached 1.8 million and it had held more than 2 thousand group buying events in renovation, construction materials, home decoration, and wedding cumulatively, providing group buying services to more than 5 million customers. Nearly 12,000 businesses and 15,000 brands have joined the network group-buying platform, and the annual valid orders are over 1,020,000, with the total out-put value of more than 3.2 billion Yuan.",PropTech
4970,Kaodim Group,"The Kaodim Group is the pioneer services marketplace in Southeast Asia, with roots in Malaysia (www.kaodim.com), Singapore (www.kaodim.sg), Philippines (www.gawin.ph) and Indonesia (www.beres.id). Headquartered in Malaysia, Kaodim prides itself on linking its local community with trustworthy, verified service professionals to accomplish a wide range of everyday projects, from cleaning the house to fixing broken pipes to photographing the grand wedding day. Local businesses are transformed through the state-of-the-art mobile and web apps that are available for download across Apple and Android markets.",PropTech
154,Storefront,"Storefront is the world's leading online marketplace for renting short term retail space. Since its launch in 2014, Storefront has become the world’s largest marketplace for short-term retail spaces. Its mission: connecting brands, e-commerce businesses and artists with space owners for short- term rentals, creating pop-up stores and events around the world.",PropTech
4537,Kujiale,"Kujiale is an online information and design platform that offers information and reviews on businesses related to home decoration and furnishing. It was launched by Hang Chen and is operated from Hangzhou, China. Create 3D models, swap textures, and apply them in cutting-edge floor planning software. Visualize in 360-degree views, augmented reality, photo-realistic rendering, or virtual reality.",PropTech
682,Eden,"Eden is the leading platform for office management, with the mission is to create a better place to work, for everyone. Services available include office cleaning, administrative help, IT support, handyman services, and snacks. Each Eden client has a dedicated account lead to ensure an insanely great experience. Eden is backed by the best investors in Silicon Valley, including Y Combinator, S28, Fifth Wall, SV Angel, Bessemer Venture Partners, Canvas Ventures, Index Ventures, Comcast Ventures, Redpoint Ventures, ENIAC, Maven Ventures, Slow Ventures, and Social Starts. Eden was founded in 2015 and currently serves the Bay Area, NYC, Chicago, LA, and Austin.",PropTech
1291,Housejoy,"Housejoy is a web platform that allows homeowners to browse and book quality service providers like electricians, plumbers etc. We are focused on creating an incomparable customer experience by providing homeowners with a seamless way to instantly book/schedule various services from trusted professionals.",PropTech
2447,Robin,"Robin is a software company that modernizes the open office and maximizes employee productivity and engagement by reducing friction. It helps employees secure the ideal space and resources for whatever project they’re working on at any given time while equipping facilities leaders with the insights they need to continually optimize the workplace. The solution to the open office isn’t more walls. It’s activity-based working. Robin schedules meetings, desks, and people in thousands of offices around the world. It was founded in 2014 and is headquartered in Boston, Massachusettes.",PropTech
2662,Enlighted,"Designed to give you more control over the buildings you manage, increase efficiency and make you smarter about virtually everything in your commercial spaces, Enlighted converts the abstract Internet of Things into something tangible. Enlighted’s mission is to help our customers reach long-range sustainability goals while saving money and increasing efficiency. Using our first-in-class sensor and analytics platform, we provide smart energy solutions for commercial buildings. Our technology reduces costs and improves the comfort of workspaces and the efficiency of the people who work in them. Our solutions go beyond theory. Customers are saving millions in energy costs - up to 70% in some instances - while making smarter business decisions based on the actionable data we provide. To date, our sensors have been installed in over 70,000 square-feet and are deployed in Fortune 1000 company workplaces, like AT&T and Oracle.",PropTech
4098,ADOR,"Lockerz has rebranded its corporate name to Ador - Based in Seattle, Ador is the leader in rewarded social expression, striving to revolutionize the way the world discovers and consumes product and content. With a membership community of millions in 195 countries, Ador rewards its members with PTZ® (points) for engagement and following, including collecting, sharing, shopping and influencing their friends. Members use PTZ to drive down the prices of fashion, beauty, home decor, electronics and entertainment in the Ador Store. Ador was founded by former technology and retail executive Kathy Savitt, and is backed by Liberty Media Corporation, Kleiner Perkins Caufield & Byers, DAG Ventures and Live Nation Entertainment.",PropTech
2403,ManoMano,"ManoMano is an online marketplace for DIY, home improvement, and gardening products. It is a website of a community of home and DIY lovers that enables them to exchange tips and advice on their DIY or gardening projects. In addition to this expert advice, ManoMano puts you in touch with the helping hand who will help you achieve your DIY projects.",PropTech
677,Rizort,"Rizort is a luxury vacation marketplace that brings immersive vacation planning and booking services for travelers. It provides luxury-seeking guests with a platform that allows them to dream, personalize, and experience a destination like never before. Travelers are free to curate their own vacation or choose from our carefully tailored vacations. Founded in 2017, Rizort is headquartered in San Francisco, California.",PropTech
2504,NestAway,"Nestaway is a Bangalore-based home rental network attempting to provide better rental solutions via design and technology. They help their customers to find, book, and move-in to a rental home of choice across Indian cities - all from within an application. Moreover, they help them move-in, ask for services from tap leakage to door lock broken, rental payment, and finally move-out - again all within an app. NestAway was founded in January 2015.",PropTech
372,Trouva,"Trouva, launched in September 2015, is the marketplace for bricks and mortar independent shops, selling unique homeware and lifestyle products from hundreds of shops and boutiques. Trouva bridges online and offline in retail to offer click and collect, 1-hour delivery, and worldwide shipping in a single seamless platform. Trouva is one of the most exciting e-commerce start-ups in Europe, backed by amazing VC and Angel Investors whose successes include Secret Escapes, Net-A-Porter, and Farfetch (BGF Ventures, Octopus Investments, C4 Ventures, Index Ventures & LocalGlobe).",PropTech
3478,Pro.com,"Pro.com is a full-service remodeling general contractor in Seattle, Portland, the San Francisco Bay Area, Denver, and Phoenix. Pro.com is streamlining the residential construction experience with a team of construction experts and its own technology — such as a pricing engine that makes sure bids are accurate, detailed and mobile-friendly estimates, and project management tools that give both Pro.com staff homeowners a window into their projects.",PropTech
1963,VivaReal,"VivaReal is an online real estate marketplace that connects buyers, sellers, and renters with properties in Brazil. It enables its users to sell, buy, rent, or invest in residential and commercial properties, vacation homes, beach front properties, and investment properties. VivaReal lists approximately 5 million properties on its site and has over 15 million visits every month. VivaReal was launched in 2009.",PropTech
1397,Smartfrog Limited,"Smartfrog provides a home surveillance solution that includes an application (Android and iOS), a camera, and video storage features. It offers its solution to monitor houses or apartments, babies and children, pets, holiday homes, and business places. Abbas Sadegh, Andreas Rudyk, and Norbert Stangl founded Smartfrog in 2014.",PropTech
14,Sweepr,"Sweepr provides delightfully simple care for the connected home. We are reshaping the way technical support is provided so that it is intuitive and appropriate for the majority of non-technical homeowners. This is an increasingly important problem as our homes get more connected. Many end customers are struggling to keep pace with the increasing quantity and complexity of connected home devices and services leading to dramatic increases in customer support calls and under-discovery of new features. We want to vastly improve the quality of the interaction for the homeowner but also to dramatically lower the cost to provide customer care for the service provider or manufacturer. To do this we are building a platform that makes it easy for service providers and manufacturers to integrate AI-powered, NLP-content rich, customer care capabilities into their products and services, leaving them with more time to focus on new feature innovation and increasing overall end-customer satisfaction and product engagement levels. Our goal is to ensure that non-technical homeowners enjoy maximum, uninterrupted, delightful use from every connected product and service that enters their home.",PropTech
4756,Helpling,"Helpling is an online booking and payment platform that provides on-demand home services outside the U.S. On the website or via an app, customers can book a vetted and insured cleaner and gain back free time within a couple of clicks. For cleaners, the innovative online service makes it easier than ever to access new clients and to manage when and where they want to work. Helpling allows people more time for the beautiful things in life such as family, friends, and leisure. The cleaners charge a flat rate of £10 per hour and pay a fee when they find a regular customer through the platform or 10% of the value of the booking for one time cleans. Helping was founded in 2014 and is based in Berlin, Germany.",PropTech
1232,Gate Labs,"Gate Labs is a residential and commercial security services company. They design and develop technology that enables its users to deliver their service to homes with increased security and flexibility. This technology assists end users and homeowners by improving the scheduling, verification, and receipts of partner services to their homes. It provides verified access for home deliveries and services.  The company’s product Gate, a smart lock that enhances user’s deadbolt with a motion-activated camera, keypad, and a 2-way audio. It offers features such as real time video stream, remote lock/unlock, delivery man verification, and access codes. Gate Labs was founded by Ehsan Saeedi, Michael Kuznetsov, Danial Ehyaie, Harvey Ho, and Amin Ariana in 2014; and is headquartered in San Francisco, California.",PropTech
3398,June,"June pioneered the smart oven market in 2016 with the introduction of the world’s first and only smart countertop convection oven. June’s mission is to use the power of technology to make cooking perfectly easy for everyone. Through elegant design and unprecedented performance, the June Oven delivers the best possible cooking experience for everyone. The June Oven is seven appliances in one - it",PropTech
2794,HomeLane,"HomeLane is a home interior company that helps buyers do their home interiors in a personalized way. With more than 4000 projects delivered across the country, they come with huge experience in helping customers build their dream home. HomeLane offers personalized design services to all its customers at no extra cost.",PropTech
1008,QuintoAndar,"QuintoAndar is a platform that simplifies the rental of residential real estate for landlords and renters. With QuintoAndar, customers can work with a top-notch team that uses the best practices and best tools, be part of a high-impact project that will affect many people's lives, have autonomy to make decisions with no endless meetings, and work in an informal environment and horizontal hierarchy. Founded in February 2013 by Gabriel Braga and Andre Penha, it is headquartered in São Paulo in Brazil.",PropTech
2654,Colonies,"Colonies is a French startup that provides co-living housing solutions for urban devotees. It creates better housing solutions by designing and managing fully-furnished, community-minded quality homes located in large cities. It targets young people who are looking for an apartment without all the hassle involved in actually looking for an apartment. Colonies was founded in 2017 and is based in Paris, France. Currently, it has four buildings in the Paris area and two in Berlin.",PropTech
1377,Nestpick,"Nestpick is an aggregator website for furnished apartments, operating worldwide. The website facilitates an easy exploration of a wide range of furnished apartments, rooms and student accommodation. Offers from many international providers are aggregated on the Nespick website. The service is targeted mainly at expats and students relocating nationally and internationally, searching for furnished mid- to long-term accommodation in unfamiliar cities.",PropTech
2065,Roostify,"Roostify is a team of innovative thinkers on a mission to reinvent the lending experience so people can accelerate their future. We make the process of getting a loan easier and more efficient for borrowers and lenders alike. Processing nearly 20 billion a month in loans, Roostify serves lending institutions nationwide; from the largest of enterprise banks to thriving independent brokerages.",PropTech
3947,Apartment List,"We’re on a mission to build a better world of renting for everyone. To get rid of the pain and complexity. And make it more personal, flexible and transparent. We make finding a home you’ll love easy and enjoyable, with a personally curated search feature that gets to know you as an individual. So you only ever match with properties that meet your needs. Home. It’s a feeling everyone should own. Our duty is to help you find it.",PropTech
3847,ServiceTitan,"ServiceTitan is the service management software that is helping the leading home services businesses generate more leads, book more appointments, and close more sales. Founded in 2013 by Ara Mahdessian and Vahe Kuzoyan, whose fathers were a contractor and plumber, respectively, the company was born out of the lack of effective, modern software solutions and as a way of paying back their fathers and the trades that made it possible for their families to make it through some difficult years. Want to grow your plumbing, HVAC, electrical, or any other type of home services business? The most successful home services companies run ServiceTitan.",PropTech
